ine_mun,nom_municipio,id_com,ine_prov
49169,Quintanilla del Olmo,7,49
49036,Carbajales de Alba,7,49
49037,Carbellino,7,49
20001,Abaltzisketa,16,20
49038,Casaseca de Campeán,7,49
49047,Cerecinos del Carrizal,7,49
49039,Casaseca de las Chanas,7,49
49050,Cobreros,7,49
51001,Ceuta,18,51
16072,Castillo de Garcimuñoz,8,16
49042,Castronuevo,7,49
49048,Cernadilla,7,49
48076,Sukarrieta,16,48
49043,Castroverde de Campos,7,49
49041,Castrogonzalo,7,49
49057,Cubo de Benavente,7,49
49053,Coreses,7,49
49052,Coomonte,7,49
49216,Tapioles,7,49
49059,Cuelgamures,7,49
48074,Urduña/Orduña,16,48
49044,Cazurra,7,49
49058,El Cubo de Tierra del Vino,7,49
49054,Corrales del Vino,7,49
49055,Cotanes del Monte,7,49
49056,Cubillos,7,49
10091,Guijo de Santa Bárbara,11,10
49064,Fariza,7,49
48078,Portugalete,16,48
52001,Melilla,19,52
16078,Cuenca,8,16
49062,Espadañedo,7,49
49228,Valdefinjas,7,49
49063,Faramontanos de Tábara,7,49
49067,Ferreras de Arriba,7,49
49066,Ferreras de Abajo,7,49
34089,Itero de la Vega,7,34
10211,Villanueva de la Sierra,11,10
49065,Fermoselle,7,49
49068,Ferreruela,7,49
49076,Fresno de la Ribera,7,49
48080,Valle de Trápaga-Trapagaran,16,48
49079,Fuente Encalada,7,49
49232,Vega de Villalobos,7,49
54003,Islas Chafarinas,20,54
16112,Huete,8,16
49071,Fonfría,7,49
49075,Fresno de la Polvorosa,7,49
49077,Fresno de Sayago,7,49
49078,Friera de Valverde,7,49
49080,Fuentelapeña,7,49
49081,Fuentesaúco,7,49
49082,Fuentes de Ropel,7,49
49091,Granja de Moreruela,7,49
49093,Guarrate,7,49
16113,Iniesta,8,16
49086,Gallegos del Pan,7,49
49083,Fuentesecas,7,49
49084,Fuentespreadas,7,49
16121,Las Majadas,8,16
49233,Vegalatrave,7,49
49085,Galende,7,49
49087,Gallegos del Río,7,49
49092,Granucillo,7,49
49094,Hermisende,7,49
49088,Gamones,7,49
49102,El Maderal,7,49
49098,Losacino,7,49
49099,Losacio,7,49
49103,Madridanos,7,49
49095,La Hiniesta,7,49
49096,Jambrina,7,49
49100,Lubián,7,49
49101,Luelmo,7,49
49108,Manganeses de la Lampreana,7,49
49116,Melgar de Tera,7,49
26146,Soto en Cameros,17,26
49107,Malva,7,49
49104,Mahide,7,49
49105,Maire de Castroponce,7,49
26147,Terroba,17,26
49112,Manzanal de los Infantes,7,49
49109,Manganeses de la Polvorosa,7,49
49115,Mayalde,7,49
06161,Zarza-Capilla,11,06
06153,Villanueva de la Serena,11,06
49110,Manzanal de Arriba,7,49
49118,Milles de la Polvorosa,7,49
54006,Gibraltar,20,54
49113,Matilla de Arzón,7,49
26148,Tirgo,17,26
49111,Manzanal del Barco,7,49
49114,Matilla la Seca,7,49
49123,Montamarta,7,49
49128,Morales de Rey,7,49
49119,Molacillos,7,49
49121,Mombuey,7,49
49127,Morales del Vino,7,49
26149,Tobía,17,26
49122,Monfarracinos,7,49
49129,Morales de Toro,7,49
49126,Moraleja de Sayago,7,49
49131,Moralina,7,49
16153,El Pedernoso,8,16
49130,Morales de Valverde,7,49
49155,Piedrahita de Castro,7,49
49124,Moral de Sayago,7,49
49125,Moraleja del Vino,7,49
49137,Navianos de Valverde,7,49
49135,Muelas del Pan,7,49
49132,Moreruela de los Infanzones,7,49
16190,San Clemente,8,16
49133,Moreruela de Tábara,7,49
26150,Tormantos,17,26
49141,Pajares de la Lampreana,7,49
49142,Palacios del Pan,7,49
49143,Palacios de Sanabria,7,49
49148,Peleas de Abajo,7,49
49145,Pedralba de la Pradería,7,49
49146,El Pego,7,49
49134,Muelas de los Caballeros,7,49
26151,Torrecilla en Cameros,17,26
26152,Torrecilla sobre Alesanco,17,26
49138,Olmillos de Castro,7,49
49139,Otero de Bodas,7,49
16156,La Peraleja,8,16
49147,Peleagonzalo,7,49
49150,Peque,7,49
49136,Muga de Sayago,7,49
26153,Torre en Cameros,17,26
49156,Pinilla de Toro,7,49
49151,El Perdigón,7,49
49153,Perilla de Castro,7,49
49149,Peñausende,7,49
49154,Pías,7,49
49158,El Piñero,7,49
49159,Pobladura del Valle,7,49
49157,Pino del Oro,7,49
49160,Pobladura de Valderaduey,7,49
46191,Pedralba,10,46
49175,Revellinos,7,49
49163,Pozoantiguo,7,49
26154,Torremontalbo,17,26
49166,Puebla de Sanabria,7,49
26155,Treviana,17,26
49162,Porto,7,49
49167,Pueblica de Valverde,7,49
49165,Prado,7,49
49176,Riofrío de Aliste,7,49
49173,Rábano de Aliste,7,49
49174,Requejo,7,49
49171,Quiruelas de Vidriales,7,49
49172,Rabanales,7,49
49178,Roales,7,49
49177,Rionegro del Puente,7,49
49179,Robleda-Cervantes,7,49
16066,Casasimarro,8,16
22176,Peraltilla,2,22
49205,Santibáñez de Tera,7,49
26066,Galilea,17,26
26158,Tudelilla,17,26
49183,Salce,7,49
49180,Roelos de Sayago,7,49
49241,Villaescusa,7,49
49184,Samir de los Caños,7,49
49181,Rosinos de la Requejada,7,49
49187,San Cristóbal de Entreviñas,7,49
49186,San Cebrián de Castro,7,49
26161,Valdemadera,17,26
16163,Portilla,8,16
49189,San Justo,7,49
49200,Santa Cristina de la Polvorosa,7,49
49248,Villalobos,7,49
49256,Villanázar,7,49
49194,San Pedro de la Nave-Almendra,7,49
49197,Santa Clara de Avedillo,7,49
49199,Santa Colomba de las Monjas,7,49
26162,Valgañón,17,26
49191,San Miguel de la Ribera,7,49
49192,San Miguel del Valle,7,49
19034,Anquela del Pedregal,8,19
49193,San Pedro de Ceque,7,49
49203,Santa María de la Vega,7,49
49202,Santa Eufemia del Barco,7,49
49249,Villalonso,7,49
20058,Olaberria,16,20
49206,Santibáñez de Vidriales,7,49
19250,Santiuste,8,19
49210,Sanzoles,7,49
49214,Tábara,7,49
49209,San Vitero,7,49
49207,Santovenia,7,49
49208,San Vicente de la Cabeza,7,49
26163,Ventosa,17,26
49221,Torregamones,7,49
49222,Torres del Carrizal,7,49
49219,Toro,7,49
19136,Hijes,8,19
49224,Trefacio,7,49
49225,Uña de Quintana,7,49
49226,Vadillo de la Guareña,7,49
46192,Petrés,10,46
49227,Valcabado,7,49
49229,Valdescorriel,7,49
49230,Vallesa de la Guareña,7,49
49231,Vega de Tera,7,49
49235,Vezdemarbán,7,49
49234,Venialbo,7,49
49220,La Torre del Valle,7,49
05174,Orbita,7,05
49238,Villabrázaro,7,49
49242,Villafáfila,7,49
49243,Villaferrueña,7,49
49244,Villageriz,7,49
49245,Villalazán,7,49
49237,Videmala,7,49
49246,Villalba de la Lampreana,7,49
49239,Villabuena del Puente,7,49
49240,Villadepera,7,49
49251,Villalube,7,49
49247,Villalcampo,7,49
10214,Villar de Plasencia,11,10
49250,Villalpando,7,49
49255,Villamor de los Escuderos,7,49
16902,Valdetórtola,8,16
49252,Villamayor de Campos,7,49
49257,Villanueva de Azoague,7,49
49260,Villanueva del Campo,7,49
49262,Villardeciervos,7,49
49258,Villanueva de Campeán,7,49
49263,Villar de Fallaves,7,49
49261,Villaralbo,7,49
49265,Villardiegua de la Ribera,7,49
49266,Villárdiga,7,49
49264,Villar del Buey,7,49
49271,Villaveza del Agua,7,49
49267,Villardondiego,7,49
02012,Balazote,8,02
49268,Villarrín de Campos,7,49
49269,Villaseco del Pan,7,49
49270,Villavendimio,7,49
02005,Alborea,8,02
02006,Alcadozo,8,02
02007,Alcalá del Júcar,8,02
49272,Villaveza de Valverde,7,49
49273,Viñas,7,49
02028,Cotillas,8,02
02001,Abengibre,8,02
02010,Alpera,8,02
02021,Casas de Juan Núñez,8,02
02004,Albatana,8,02
02027,Corral-Rubio,8,02
02011,Ayna,8,02
19319,Villanueva de la Torre,8,19
19086,Cifuentes,8,19
31068,Cascante,15,31
19046,Azuqueca de Henares,8,19
16234,Valsalobre,8,16
16011,Alcohujate,8,16
02014,El Ballestero,8,02
19067,El Cardoso de la Sierra,8,19
02035,La Gineta,8,02
06158,Zafra,11,06
02013,Balsa de Ves,8,02
19060,Campillo de Ranas,8,19
02015,Barrax,8,02
20011,Antzuola,16,20
48092,Bedia,16,48
02018,Bonete,8,02
06901,Valdelacalzada,11,06
48093,Areatza,16,48
48094,Igorre,16,48
48095,Zaldibar,16,48
48081,Lezama,16,48
19065,Cantalojas,8,19
02025,Caudete,8,02
02009,Almansa,8,02
02026,Cenizate,8,02
02036,Golosalvo,8,02
02037,Hellín,8,02
02038,La Herrera,8,02
02066,La Recueja,8,02
02022,Casas de Lázaro,8,02
19105,Chiloeches,8,19
02032,Fuensanta,8,02
02033,Fuente-Álamo,8,02
19071,El Casar,8,19
17204,Ullà,9,17
10003,Acebo,11,10
02031,Férez,8,02
02039,Higueruela,8,02
02040,Hoya-Gonzalo,8,02
02034,Fuentealbilla,8,02
02041,Jorquera,8,02
31070,Castejón,15,31
02043,Lezuza,8,02
31071,Castillonuevo/Gazteluberri,15,31
02044,Liétor,8,02
16247,Villalgordo del Marquesado,8,16
02045,Madrigueras,8,02
02046,Mahora,8,02
02047,Masegoso,8,02
31069,Cáseda,15,31
19130,Guadalajara,8,19
31072,Cintruénigo,15,31
02050,Montalvos,8,02
02054,Navas de Jorquera,8,02
02051,Montealegre del Castillo,8,02
31073,Ziordia,15,31
02052,Motilleja,8,02
10217,Zarza de Montánchez,11,10
10219,Zorita,11,10
02048,Minaya,8,02
02053,Munera,8,02
02056,Ontur,8,02
02062,Povedilla,8,02
02057,Ossa de Montiel,8,02
02059,Peñascosa,8,02
02049,Molinicos,8,02
48082,Santurtzi,16,48
02064,Pozo-Lorente,8,02
02065,Pozuelo,8,02
02060,Peñas de San Pedro,8,02
02063,Pozohondo,8,02
02061,Pétrola,8,02
53003,Dehesa de Santiago,8,02
16250,Villanueva de Guadamejud,8,16
02067,Riópar,8,02
02074,Tobarra,8,02
13043,Fuenllana,8,13
02068,Robledo,8,02
48083,Ortuella,16,48
02075,Valdeganga,8,02
02080,Villapalacios,8,02
02070,Salobre,8,02
02071,San Pedro,8,02
02084,Villaverde de Guadalimar,8,02
02077,Villa de Ves,8,02
16273,Villaverde y Pasaconsol,8,16
16012,Alconchel de la Estrella,8,16
02078,Villalgordo del Júcar,8,02
19202,La Olmeda de Jadraque,8,19
02085,Viveros,8,02
16031,Beamud,8,16
13902,Ruidera,8,13
25032,Arsèguel,9,25
02901,Pozo Cañada,8,02
13008,Alcubillas,8,13
31074,Cirauqui/Zirauki,15,31
13014,Almedina,8,13
13002,Agudo,8,13
13003,Alamillo,8,13
13004,Albaladejo,8,13
48087,Trucios-Turtzioz,16,48
02082,Villatoya,8,02
13006,Alcoba,8,13
31075,Ciriza/Ziritza,15,31
13007,Alcolea de Calatrava,8,13
46208,Rafelcofer,10,46
13009,Aldea del Rey,8,13
16040,Buenache de la Sierra,8,16
19192,Mondéjar,8,19
13012,Almadenejos,8,13
16038,Buciegas,8,16
13017,Anchuras,8,13
13018,Arenas de San Juan,8,13
13016,Almuradiel,8,13
13021,Arroba de los Montes,8,13
19055,Bujalaro,8,19
13023,Bolaños de Calatrava,8,13
13030,Caracuel de Calatrava,8,13
13020,Argamasilla de Calatrava,8,13
13032,Carrizosa,8,13
13025,Cabezarados,8,13
10187,Torre de Don Miguel,11,10
13033,Castellar de Santiago,8,13
16045,Canalejas del Arroyo,8,16
13037,Cózar,8,13
13061,Pedro Muñoz,8,13
13034,Ciudad Real,8,13
13035,Corral de Calatrava,8,13
16010,Alcázar del Rey,8,16
13040,Fernán Caballero,8,13
13041,Fontanarejo,8,13
13084,Torre de Juan Abad,8,13
13044,Fuente el Fresno,8,13
16048,Cañamares,8,16
13046,Guadalmez,8,13
16026,Atalaya del Cañavate,8,16
13067,Los Pozuelos de Calatrava,8,13
13088,Valenzuela de Calatrava,8,13
13045,Granátula de Calatrava,8,13
13050,Las Labores,8,13
13069,Puebla del Príncipe,8,13
13051,Luciana,8,13
13058,Moral de Calatrava,8,13
13059,Navalpino,8,13
13076,Santa Cruz de los Cáñamos,8,13
13060,Navas de Estena,8,13
13055,Mestanza,8,13
13056,Miguelturra,8,13
13036,Los Cortijos,8,13
13057,Montiel,8,13
13095,Villar del Pozo,8,13
19255,Setiles,8,19
10002,Abertura,11,10
19257,Sigüenza,8,19
13062,Picón,8,13
48902,Erandio,16,48
13065,Porzuna,8,13
13070,Puerto Lápice,8,13
16007,La Alberca de Záncara,8,16
13073,Saceruela,8,13
13074,San Carlos del Valle,8,13
13075,San Lorenzo de Calatrava,8,13
19280,Torrejón del Rey,8,19
46155,Llaurí,10,46
46158,Macastre,10,46
46159,Manises,10,46
19293,Uceda,8,19
46241,Titaguas,10,46
46157,la Llosa de Ranes,10,46
46166,Meliana,10,46
10015,Aldeanueva del Camino,11,10
46162,Massalavés,10,46
19286,Tórtola de Henares,8,19
46164,Massamagrell,10,46
46165,Massanassa,10,46
46163,Massalfassar,10,46
26106,Nestares,17,26
26107,Nieva de Cameros,17,26
46169,Mislata,10,46
46167,Millares,10,46
31044,Bakaiku,15,31
01901,Iruña Oka/Iruña de Oca,16,01
46172,Montserrat,10,46
46168,Miramar,10,46
13080,Solana del Pino,8,13
13081,Terrinches,8,13
31081,Donamaria,15,31
13083,Torralba de Calatrava,8,13
31080,Dicastillo,15,31
16087,Fuentelespino de Haro,8,16
13085,Torrenueva,8,13
16095,Graja de Campalbo,8,16
19333,Zaorejas,8,19
13086,Valdemanco del Esteras,8,13
31084,Etxarri Aranatz,15,31
12125,Vall de Almonacid,10,12
13089,Villahermosa,8,13
31085,Etxauri,15,31
13091,Villamayor de Calatrava,8,13
31083,Echarri/Etxarri,15,31
13092,Villanueva de la Fuente,8,13
13904,Llanos del Caudillo,8,13
19324,Villel de Mesa,8,19
13093,Villanueva de los Infantes,8,13
16013,Algarra,8,16
13094,Villanueva de San Carlos,8,13
16030,Bascuñana de San Pedro,8,16
13097,Villarta de San Juan,8,13
16006,Albendea,8,16
46174,Montesa,10,46
13903,Arenales de San Gregorio,8,13
45030,Calzada de Oropesa,8,45
16001,Abia de la Obispalía,8,16
16002,El Acebrón,8,16
16003,Alarcón,8,16
19172,Masegoso de Tajuña,8,19
16004,Albaladejo del Cuende,8,16
16005,Albalate de las Nogueras,8,16
45013,Almorox,8,45
16014,Aliaguilla,8,16
16008,Alcalá de la Vega,8,16
45019,Bargas,8,45
16009,Alcantud,8,16
46171,Montcada/Moncada,10,46
16016,Almendros,8,16
16017,Almodóvar del Pinar,8,16
16018,Almonacid del Marquesado,8,16
45028,Calera y Chozas,8,45
16015,La Almarcha,8,16
16019,Altarejos,8,16
16020,Arandilla del Arroyo,8,16
19332,La Yunta,8,19
09167,Hornillos del Camino,7,09
16022,Arcos de la Sierra,8,16
16023,Chillarón de Cuenca,8,16
20002,Aduna,16,20
45016,Argés,8,45
13901,El Robledo,8,13
45021,Borox,8,45
16216,Tresjuncos,8,16
16024,Arguisuelas,8,16
16025,Arrancacepas,8,16
16096,Graja de Iniesta,8,16
16032,Belinchón,8,16
16033,Belmonte,8,16
16034,Belmontejo,8,16
45041,Casarrubios del Monte,8,45
16039,Buenache de Alarcón,8,16
10005,Aceituna,11,10
16041,Buendía,8,16
16036,Boniches,8,16
16044,Campillos-Sierra,8,16
16042,Campillo de Altobuey,8,16
20012,Arama,16,20
16043,Campillos-Paravientos,8,16
16050,Cañaveras,8,16
16029,Barchín del Hoyo,8,16
16047,Cañada Juncosa,8,16
45054,Corral de Almaguer,8,45
45031,Camarena,8,45
31086,Valle de Egüés/Eguesibar,15,31
16049,El Cañavate,8,16
16046,Cañada del Hoyo,8,16
45038,Carranque,8,45
16051,Cañaveruelas,8,16
16052,Cañete,8,16
16056,Cardenete,8,16
16057,Carrascosa,8,16
16055,Carboneras de Guadazaón,8,16
16062,Casas de Garcimolina,8,16
16053,Cañizares,8,16
26049,Cihuri,17,26
16065,Casas de los Pinos,8,16
16058,Carrascosa de Haro,8,16
45059,Dosbarrios,8,45
16064,Casas de Haro,8,16
16060,Casas de Benítez,8,16
16061,Casas de Fernando Alonso,8,16
16067,Castejón,8,16
16068,Castillejo de Iniesta,8,16
16073,Cervera del Llano,8,16
16085,La Frontera,8,16
26177,Villoslada de Cameros,17,26
53056,"Mancomunidad de Nalda, Sorzano y Viguera",17,26
15018,A Capela,12,15
45066,Fuensalida,8,45
16070,Castillejo-Sierra,8,16
16071,Castillo-Albaráñez,8,16
16081,Chumillas,8,16
16083,Fresneda de Altarejos,8,16
16084,Fresneda de la Sierra,8,16
45070,Guadamur,8,45
45075,Hontanar,8,45
45071,La Guardia,8,45
45072,Las Herencias,8,45
16088,Fuentelespino de Moya,8,16
54001,Isla del Perejil,20,54
19019,Alique,8,19
16079,Cueva del Hierro,8,16
28170,Villaconejos,13,28
28161,Valdemoro,13,28
16089,Fuentes,8,16
16091,Fuertescusa,8,16
28171,Villa del Prado,13,28
28162,Valdeolmos-Alalpardo,13,28
28133,San Martín de Valdeiglesias,13,28
16092,Gabaldón,8,16
16098,El Herrumblar,8,16
16128,Monreal del Llano,8,16
16093,Garaballa,8,16
16094,Gascueña,8,16
16097,Henarejos,8,16
16099,La Hinojosa,8,16
16100,Los Hinojosos,8,16
16213,Torrubia del Castillo,8,16
45091,Maqueda,8,45
16074,La Cierva,8,16
16101,El Hito,8,16
45096,Mazarambroz,8,45
16102,Honrubia,8,16
16118,Ledaña,8,16
16106,Horcajo de Santiago,8,16
16103,Hontanaya,8,16
16104,Hontecillas,8,16
16107,Huélamo,8,16
16129,Montalbanejo,8,16
16110,Huerta de la Obispalía,8,16
16108,Huelves,8,16
16109,Huérguina,8,16
26011,Alfaro,17,26
16111,Huerta del Marquesado,8,16
16134,Motilla del Palancar,8,16
16115,Laguna del Marquesado,8,16
16116,Lagunaseca,8,16
16119,Leganiel,8,16
16117,Landete,8,16
45099,Méntrida,8,45
03065,Elx/Elche,10,03
16132,Mota de Altarejos,8,16
16123,Masegosa,8,16
16130,Montalbo,8,16
16122,Mariana,8,16
16126,Mira,8,16
16137,Narboneta,8,16
16139,Olivares de Júcar,8,16
16142,Olmedilla de Alarcón,8,16
06119,San Pedro de Mérida,11,06
16143,Olmedilla de Eliz,8,16
16141,Olmeda del Rey,8,16
16135,Moya,8,16
16149,Palomera,8,16
16146,Pajarón,8,16
54002,Peñón de Vélez de la Gomera,20,54
16148,Palomares del Campo,8,16
53047,Aldovera,8,19
45115,Noblejas,8,45
16152,La Parra de las Vegas,8,16
16151,Paredes,8,16
16159,Pinarejo,8,16
45118,Novés,8,45
16150,Paracuellos,8,16
16157,La Pesquera,8,16
16160,Pineda de Gigüela,8,16
16161,Piqueras del Castillo,8,16
45144,El Real de San Vicente,8,45
45134,Portillo de Toledo,8,45
16165,Poyatos,8,16
54007,Isla de los Faisanes,20,54
45136,La Puebla de Montalbán,8,45
16158,El Picazo,8,16
31004,Abaurrepea/Abaurrea Baja,15,31
16167,Pozorrubio de Santiago,8,16
16169,El Pozuelo,8,16
45139,Puerto de San Vicente,8,45
36902,Cerdedo-Cotobade,12,36
16166,Pozoamargo,8,16
16172,Puebla de Almenara,8,16
16155,El Peral,8,16
16170,Priego,8,16
31005,Aberin,15,31
16173,El Valle de Altomira,8,16
16175,Quintanar del Rey,8,16
16177,Reíllo,8,16
16176,Rada de Haro,8,16
22075,Camporrélls,2,22
16181,Rozalén del Monte,8,16
16185,Saceda-Trasierra,8,16
16171,El Provencio,8,16
16188,Salmeroncillos,8,16
16189,Salvacañete,8,16
25166,Pinell de Solsonès,9,25
16186,Saelices,8,16
16187,Salinas del Manzano,8,16
16193,San Pedro Palmiches,8,16
16212,Torrubia del Campo,8,16
16194,Santa Cruz de Moya,8,16
31089,Enériz/Eneritz,15,31
45165,Talavera de la Reina,8,45
45157,Santa Cruz del Retamar,8,45
31088,Valle de Elorz/Elortzibar,15,31
16199,Solera de Gabaldón,8,16
16191,San Lorenzo de la Parrilla,8,16
12082,Nules,10,12
16205,Tejadillos,8,16
16192,San Martín de Boniches,8,16
16195,Santa María del Campo Rus,8,16
31123,Uharte Arakil,15,31
45168,Toledo,8,45
28037,Cenicientos,13,28
16197,Santa María del Val,8,16
19114,Esplegares,8,19
31090,Eratsun,15,31
16203,Tarancón,8,16
16196,Santa María de los Llanos,8,16
16217,Tribaldos,8,16
16202,Talayuelas,8,16
19097,Congostrina,8,19
19134,Herrería,8,19
45173,Torrijos,8,45
45181,Velada,8,45
16198,Sisante,8,16
31141,Lapoblación,15,31
16204,Tébar,8,16
16206,Tinajas,8,16
16209,Torralba,8,16
32070,San Xoán de Río,12,32
16211,Torrejoncillo del Rey,8,16
46004,Agullent,10,46
16218,Uclés,8,16
16227,Valdemoro-Sierra,8,16
16228,Valdeolivas,8,16
16231,Valhermoso de la Fuente,8,16
16236,Valverde de Júcar,8,16
16224,Valdemeca,8,16
16225,Valdemorillo de la Sierra,8,16
16240,Vellisca,8,16
16243,Villaescusa de Haro,8,16
16239,Vega del Codorno,8,16
16237,Valverdejo,8,16
16238,Vara de Rey,8,16
16244,Villagarcía del Llano,8,16
16245,Villalba de la Sierra,8,16
16266,Villarejo-Periesteban,8,16
09244,Padrones de Bureba,7,09
16259,Villar del Infantado,8,16
08028,Cabrera d'Anoia,9,08
16246,Villalba del Rey,8,16
32074,San Amaro,12,32
45200,Los Yébenes,8,45
16249,Villamayor de Santiago,8,16
16265,Villarejo de la Peñuela,8,16
16251,Villanueva de la Jara,8,16
31010,Altsasu/Alsasua,15,31
16253,Villar de Cañas,8,16
32072,A Rúa,12,32
16248,Villalpardo,8,16
19139,Hombrados,8,19
16254,Villar de Domingo García,8,16
16255,Villar de la Encina,8,16
16270,Villarrubio,8,16
16264,Villarejo de Fuentes,8,16
16275,Vindel,8,16
09280,Quintanabureba,7,09
16258,Villar del Humo,8,16
16271,Villarta,8,16
19059,Campillo de Dueñas,8,19
16269,Villares del Saz,8,16
16272,Villas de la Ventosa,8,16
16263,Villar de Olalla,8,16
09281,Quintana del Pidio,7,09
08008,Argençola,9,08
10212,Villanueva de la Vera,11,10
16274,Víllora,8,16
46028,Algar de Palància,10,46
09408,Vallarta de Bureba,7,09
16276,Yémeda,8,16
21073,Villablanca,1,21
16279,Zarza de Tajo,8,16
16277,Zafra de Záncara,8,16
16280,Zarzuela,8,16
19001,Abánades,8,19
54004,Islas Alhucemas,20,54
54005,Peñón de Alhucemas,20,54
19002,Ablanque,8,19
16903,Las Valeras,8,16
19003,Adobes,8,19
46153,Llocnou de Sant Jeroni,10,46
21079,Zufre,1,21
19119,Fuencemillán,8,19
16906,Los Valdecolmenas,8,16
19005,Alarilla,8,19
16904,Fuentenava de Jábaga,8,16
09412,Valle de Tobalina,7,09
28011,Ambite,13,28
16905,Arcas,8,16
12058,Espadilla,10,12
16908,Pozorrubielos de la Mancha,8,16
19004,Alaminos,8,19
46060,Benifaió,10,46
26078,Hornos de Moncalvillo,17,26
10905,Pueblonuevo de Miramontes,11,10
36045,Redondela,12,36
43009,Alforja,9,43
43013,L'Ametlla de Mar,9,43
25909,la Vansa i Fórnols,9,25
16909,Sotorribas,8,16
16910,Villar y Velasco,8,16
19006,Albalate de Zorita,8,19
19007,Albares,8,19
28020,Berzosa del Lozoya,13,28
08019,Barcelona,9,08
19017,Algora,8,19
32075,San Cibrao das Viñas,12,32
19009,Alcocer,8,19
19010,Alcolea de las Peñas,8,19
46061,Beniflá,10,46
19011,Alcolea del Pinar,8,19
19013,Alcoroches,8,19
46175,Montitxelvo/Montichelvo,10,46
46179,Navarrés,10,46
46177,Museros,10,46
46178,Nàquera/Náquera,10,46
28015,Arroyomolinos,13,28
08016,Bagà,9,08
36901,A Illa de Arousa,12,36
06120,Santa Amalia,11,06
20060,Orexa,16,20
06130,Tamurejo,11,06
04066,Níjar,1,04
46182,Olocau,10,46
46184,Ontinyent,10,46
46194,Picassent,10,46
14021,Córdoba,1,14
09308,Redecilla del Campo,7,09
06131,Torre de Miguel Sesmero,11,06
28026,Brunete,13,28
46185,Otos,10,46
46195,Piles,10,46
28027,Buitrago del Lozoya,13,28
46187,Palma de Gandía,10,46
46196,Pinet,10,46
50274,Val de San Martín,2,50
46186,Paiporta,10,46
04086,Sorbas,1,04
28038,Cercedilla,13,28
28039,Cervera de Buitrago,13,28
28040,Ciempozuelos,13,28
28041,Cobeña,13,28
28028,Bustarviejo,13,28
46189,el Palomar,10,46
46197,Polinyà de Xúquer,10,46
46193,Picanya,10,46
26053,Corera,17,26
46199,la Pobla de Farnals,10,46
46198,Potries,10,46
46205,Puçol,10,46
46225,Sellent,10,46
46200,la Pobla del Duc,10,46
46201,Puebla de San Miguel,10,46
28058,Fuenlabrada,13,28
28083,Meco,13,28
46212,Real,10,46
46203,la Pobla Llarga,10,46
42206,Villanueva de Gormaz,7,42
06121,Santa Marta,11,06
46202,la Pobla de Vallbona,10,46
46204,el Puig de Santa Maria,10,46
46207,Rafelbunyol,10,46
28076,Lozoya,13,28
46209,Rafelguaraf,10,46
46210,Ráfol de Salem,10,46
16278,Zafrilla,8,16
28086,El Molar,13,28
28092,Móstoles,13,28
06099,La Parra,11,06
16901,Campos del Paraíso,8,16
19015,Aldeanueva de Guadalajara,8,19
19016,Algar de Mesa,8,19
19018,Alhóndiga,8,19
08033,Caldes de Montbui,9,08
19020,Almadrones,8,19
31091,Ergoiena,15,31
08047,Cardona,9,08
19031,Angón,8,19
06100,Peñalsordo,11,06
53031,Valle de las Venadas,7,09
08040,Canet de Mar,9,08
19022,Almonacid de Zorita,8,19
08038,Callús,9,08
06052,Fuente de Cantos,11,06
08036,Calonge de Segarra,9,08
06054,Fuente del Maestre,11,06
46214,Riba-roja de Túria,10,46
46216,Rocafort,10,46
26061,Ezcaray,17,26
32031,Esgos,12,32
46219,Rugat,10,46
46226,Sempere,10,46
46217,Rotglà i Corberà,10,46
26139,San Torcuato,17,26
50281,Vierlas,2,50
46218,Ròtova,10,46
06107,Puebla de Obando,11,06
46228,Serra,10,46
46221,Salem,10,46
04098,Vélez-Blanco,1,04
46223,Sedaví,10,46
04099,Vélez-Rubio,1,04
04100,Vera,1,04
04101,Viator,1,04
46224,Segart,10,46
46230,Silla,10,46
29069,Marbella,1,29
29067,Málaga,1,29
08076,Esparreguera,9,08
46222,Sant Joanet,10,46
46232,Sinarcas,10,46
08079,L'Estany,9,08
46231,Simat de la Valldigna,10,46
26062,Foncea,17,26
08087,Gallifa,9,08
08081,Fogars de Montclús,9,08
08121,Mataró,9,08
08106,Llinars del Vallès,9,08
08126,Montgat,9,08
08122,Mediona,9,08
46234,Sot de Chera,10,46
08089,Gavà,9,08
08082,Fogars de la Selva,9,08
08090,Gaià,9,08
08091,Gelida,9,08
08071,Copons,9,08
46242,Torrebaja,10,46
08095,Granera,9,08
08093,Gisclareny,9,08
46237,Tavernes Blanques,10,46
06138,Valdetorres,11,06
19021,Almoguera,8,19
19023,Alocén,8,19
19024,Alovera,8,19
08111,Malla,9,08
08099,Guardiola de Berguedà,9,08
19032,Anguita,8,19
19033,Anquela del Ducado,8,19
19036,Aranzueque,8,19
19037,Arbancón,8,19
08114,Martorell,9,08
08118,El Masnou,9,08
08119,Masquefa,9,08
08116,Les Masies de Roda,9,08
08124,Mollet del Vallès,9,08
19209,Pardos,8,19
19081,Cendejas de la Torre,8,19
19038,Arbeteta,8,19
19096,Condemios de Arriba,8,19
08109,Lluçà,9,08
25102,la Granja d'Escarp,9,25
25103,Granyanella,9,25
19039,Argecilla,8,19
19163,Luzón,8,19
19040,Armallones,8,19
19041,Armuña de Tajuña,8,19
19042,Arroyo de las Fraguas,8,19
19104,Chequilla,8,19
19043,Atanzón,8,19
48088,Ubide,16,48
08155,Palafolls,9,08
08152,Orpí,9,08
